gb|FJ214367.1|+|1-876|CTX-M-84 [Salmonella enterica subsp. enterica serovar Derby]	gb|ACI29346.1|+|CTX-M-84 [Salmonella enterica subsp. enterica serovar Derby]
gb|FJ214369.1|+|1-876|CTX-M-86 [Salmonella enterica subsp. enterica serovar Agona]	gb|ACI29348.1|+|CTX-M-86 [Salmonella enterica subsp. enterica serovar Agona]
gb|EU545409.1|+|81-956|CTX-M-87 [Escherichia coli]	gb|ACB41777.1|+|CTX-M-87 [Escherichia coli]
gb|NZ_SQNR01000043.1|+|1506-2381|CTX-M-88 [Escherichia coli]	gb|WP_063860086.1|+|CTX-M-88 [Escherichia coli]
gb|FJ971899.1|+|31-906|CTX-M-89 [Proteus mirabilis]	gb|ACR56321.1|+|CTX-M-89 [Proteus mirabilis]
gb|FJ907381.1|+|1-876|CTX-M-90 [Salmonella sp. YLD3]	gb|ACQ99521.1|+|CTX-M-90 [Salmonella sp. YLD3]
gb|GQ870432.1|+|31-906|CTX-M-91 [Proteus mirabilis]	gb|ACX34099.1|+|CTX-M-91 [Proteus mirabilis]
gb|GU127598.1|+|1-876|CTX-M-92 [Escherichia coli]	gb|ACY74743.1|+|CTX-M-92 [Escherichia coli]
gb|HQ166709.1|+|1-876|CTX-M-93 [Escherichia coli]	gb|ADN26580.1|+|CTX-M-93 [Escherichia coli]
gb|HM167760.1|+|1-876|CTX-M-94 [Escherichia coli]	gb|ADK11041.1|+|CTX-M-94 [Escherichia coli]
gb|FN813245.1|+|1912-2787|CTX-M-95 [Kluyvera ascorbata]	gb|CBL80615.1|+|CTX-M-95 [Kluyvera ascorbata]
gb|AJ704396.1|+|1-876|CTX-M-96 [Klebsiella pneumoniae]	gb|CAG28417.1|+|CTX-M-96 [Klebsiella pneumoniae]
gb|HM755448.1|+|245-1120|CTX-M-98 [Escherichia coli]	gb|ADO17948.1|+|CTX-M-98 [Escherichia coli]
gb|HM803271.1|+|1-876|CTX-M-99 [Klebsiella pneumoniae]	gb|ADL27532.1|+|CTX-M-99 [Klebsiella pneumoniae]
gb|FR682582.1|+|1-876|CTX-M-100 [Escherichia coli]	gb|CBW46935.1|+|CTX-M-100 [Escherichia coli]
gb|HQ398214.1|+|250-1125|CTX-M-101 [Escherichia coli]	gb|ADY02545.1|+|CTX-M-101 [Escherichia coli]
gb|HQ398215.1|+|245-1120|CTX-M-102 [Escherichia coli]	gb|ADY02546.1|+|CTX-M-102 [Escherichia coli]
gb|HG423149.1|+|40-915|CTX-M-103 [Escherichia coli]	gb|CDG50843.1|+|CTX-M-103 [Escherichia coli]
gb|HQ833652.1|+|236-1111|CTX-M-104 [Escherichia coli]	gb|ADY02555.1|+|CTX-M-104 [Escherichia coli]
gb|HQ833651.1|+|245-1120|CTX-M-105 [Escherichia coli]	gb|ADY02554.1|+|CTX-M-105 [Escherichia coli]
gb|HQ913565.1|+|1-870|CTX-M-106 [Escherichia coli] Partial	gb|ADZ31262.1|+|CTX-M-106 [Escherichia coli] Partial
gb|JF274244.1|-|3-863|CTX-M-107 [Shigella sp. SH219] Partial	gb|AEM44650.1|+|CTX-M-107 [Shigella sp. SH219] Partial
gb|JF274245.1|+|2-862|CTX-M-108 [Shigella sp. SH223] Partial	gb|AEM44651.1|+|CTX-M-108 [Shigella sp. SH223] Partial
gb|JF274248.1|-|1-864|CTX-M-109 [Shigella sp. SH361] Partial	gb|AEM44654.1|+|CTX-M-109 [Shigella sp. SH361] Partial
gb|JF274242.1|+|2-877|CTX-M-110 [Shigella sp. SH165] Partial	gb|AEM44648.1|+|CTX-M-110 [Shigella sp. SH165] Partial
gb|JF274243.1|+|1-876|CTX-M-111 [Shigella sp. SH202]	gb|AEM44649.1|+|CTX-M-111 [Shigella sp. SH202]
gb|JF274246.1|+|1-876|CTX-M-112 [Shigella sp. SH257]	gb|AEM44652.1|+|CTX-M-112 [Shigella sp. SH257]
gb|JF274247.1|+|1-876|CTX-M-113 [Shigella sp. SH284]	gb|AEM44653.1|+|CTX-M-113 [Shigella sp. SH284]
gb|GQ351346.1|+|1-876|CTX-M-114 [Providencia rettgeri]	gb|ACU00153.1|+|CTX-M-114 [Providencia rettgeri]
gb|KJ911020.1|+|112-987|CTX-M-115 [Acinetobacter baumannii]	gb|AIL54055.1|+|CTX-M-115 [Acinetobacter baumannii]
gb|JF966749.1|+|158-1033|CTX-M-116 [Proteus mirabilis]	gb|AEI70324.1|+|CTX-M-116 [Proteus mirabilis]
gb|JN227085.1|+|352-1227|CTX-M-117 [Escherichia coli]	gb|AET99223.1|+|CTX-M-117 [Escherichia coli]
gb|JN790862.1|+|245-1120|CTX-M-121 [Escherichia coli]	gb|AFA51699.1|+|CTX-M-121 [Escherichia coli]
gb|JN790863.1|+|233-1108|CTX-M-122 [Escherichia coli]	gb|AFA51700.1|+|CTX-M-122 [Escherichia coli]
gb|JN790864.1|+|239-1114|CTX-M-123 [Escherichia coli]	gb|AFA51701.1|+|CTX-M-123 [Escherichia coli]
gb|JQ429324.1|+|1-876|CTX-M-124 [Escherichia coli]	gb|AFH88134.1|+|CTX-M-124 [Escherichia coli]
gb|JQ724542.1|+|175-1050|CTX-M-125 [Enterobacter cloacae]	gb|AFO69261.1|+|CTX-M-125 [Enterobacter cloacae]
gb|AB703103.1|+|1-876|CTX-M-126 [Escherichia coli]	gb|BAL72196.1|+|CTX-M-126 [Escherichia coli]
gb|NG_055268.1|+|1-876|CTX-M-127 [Escherichia coli]	gb|WP_088245211.1|+|CTX-M-127 [Escherichia coli]
gb|JX017364.1|+|239-1114|CTX-M-129 [Escherichia coli]	gb|AFJ59956.1|+|CTX-M-129 [Escherichia coli]
gb|JX017365.1|+|245-1120|CTX-M-130 [Escherichia coli]	gb|AFJ59957.1|+|CTX-M-130 [Escherichia coli]
gb|JN969893.3|+|2531-3406|CTX-M-131 [Providencia rettgeri]	gb|AEW46676.3|+|CTX-M-131 [Providencia rettgeri]
gb|JX313020.1|+|1-876|CTX-M-132 [Escherichia coli]	gb|AFQ94051.1|+|CTX-M-132 [Escherichia coli]
gb|JX896165.1|+|1-876|CTX-M-134 [Escherichia coli]	gb|AFX60298.1|+|CTX-M-134 [Escherichia coli]
gb|AB900900.1|+|1-876|CTX-M-137 [Escherichia coli]	gb|BAO37256.1|+|CTX-M-137 [Escherichia coli]
gb|KC351754.1|+|158-1033|CTX-M-136 [Proteus mirabilis]	gb|AGG08693.1|+|CTX-M-136 [Proteus mirabilis]
gb|NG_051737.1|+|1-876|CTX-M-138 [Escherichia coli]	gb|WP_070064534.1|+|CTX-M-138 [Escherichia coli]
gb|KC107824.1|+|1-876|CTX-M-139 [Escherichia coli]	gb|AFY98865.1|+|CTX-M-139 [Escherichia coli]
gb|NG_068166.1|+|101-976|CTX-M-140 [Proteus mirabilis]	gb|WP_063108644.1|+|CTX-M-140 [Proteus mirabilis]
gb|KC964871.1|+|1-876|CTX-M-141 [Klebsiella pneumoniae]	gb|AGN11769.1|+|CTX-M-141 [Klebsiella pneumoniae]
gb|KF240809.1|+|1-876|CTX-M-142 [Escherichia coli]	gb|AGW25368.1|+|CTX-M-142 [Escherichia coli]
gb|NG_067138.1|+|1-876|CTX-M-143 [Escherichia coli]	gb|WP_156404649.1|+|CTX-M-143 [Escherichia coli]
gb|KJ020573.1|+|275-1150|CTX-M-144 [Escherichia coli]	gb|AHX39588.1|+|CTX-M-144 [Escherichia coli]
gb|NG_056169.1|+|101-976|CTX-M-146 [Escherichia coli]	gb|WP_102607454.1|+|CTX-M-146 [Escherichia coli]
gb|KF513180.1|+|1-876|CTX-M-147 [Klebsiella pneumoniae]	gb|AHA80961.1|+|CTX-M-147 [Klebsiella pneumoniae]
gb|KJ020574.1|+|245-1120|CTX-M-148 [Escherichia coli]	gb|AHX39589.1|+|CTX-M-148 [Escherichia coli]
gb|NG_048936.1|+|1-876|CTX-M-150 [Escherichia coli]	gb|WP_063859959.1|+|CTX-M-150 [Escherichia coli]
gb|AB916359.1|+|794-1708|CTX-M-151 [Salmonella enterica]	gb|BAP34782.1|+|CTX-M-151 [Salmonella enterica]
gb|KJ461948.1|+|4-876|CTX-M-152 [Kluyvera sp. MRB7]	gb|AHY20039.1|+|CTX-M-152 [Kluyvera sp. MRB7]
gb|NG_068167.1|+|1-876|CTX-M-153 [Escherichia coli]	gb|WP_168247876.1|+|CTX-M-153 [Escherichia coli]
gb|NG_067221.1|+|1-876|CTX-M-154 [Klebsiella pneumoniae]	gb|WP_110093562.1|+|CTX-M-154 [Klebsiella pneumoniae]
gb|X92508.1|+|333-1481|CMY-1 [Klebsiella pneumoniae]	gb|CAA63264.1|+|CMY-1 [Klebsiella pneumoniae]
gb|X91840.1|+|1-1146|CMY-2 [Klebsiella pneumoniae]	gb|CAA62957.1|+|CMY-2 [Klebsiella pneumoniae]
gb|Y15130.1|+|1-1143|CMY-4 [Proteus mirabilis] Partial	gb|CAA75402.1|+|CMY-4 [Proteus mirabilis] Partial
gb|Y17716.1|+|2374-3519|CMY-5 [Klebsiella oxytoca]	gb|CAB50867.1|+|CMY-5 [Klebsiella oxytoca]
gb|AJ011293.1|+|1-1146|CMY-6 [Escherichia coli]	gb|CAB36902.1|+|CMY-6 [Escherichia coli]
gb|AJ011291.1|+|1-1146|CMY-7 [Escherichia coli]	gb|CAB36900.1|+|CMY-7 [Escherichia coli]
gb|AF167990.3|+|613-1761|CMY-8 [Klebsiella pneumoniae]	gb|AAD50818.2|+|CMY-8 [Klebsiella pneumoniae]
gb|AB061794.1|+|6018-7166|CMY-9 [Escherichia coli]	gb|BAB72158.1|+|CMY-9 [Escherichia coli]
gb|AF357597.1|+|251-1399|CMY-10 [Klebsiella aerogenes]	gb|AAK31368.1|+|CMY-10 [Klebsiella aerogenes]
gb|AF357599.1|+|254-1402|CMY-11 [Escherichia coli]	gb|AAK31370.1|+|CMY-11 [Escherichia coli]
gb|Y16785.1|+|1-1143|CMY-12 [Proteus mirabilis] Partial	gb|CAA76382.1|+|CMY-12 [Proteus mirabilis] Partial
gb|AY339625.2|-|3641-4786|CMY-13 [Escherichia coli]	gb|AAQ16660.2|+|CMY-13 [Escherichia coli]
gb|AJ555825.2|+|1-1146|CMY-14 [Proteus mirabilis]	gb|CAD88479.1|+|CMY-14 [Proteus mirabilis]
gb|AJ555823.2|+|1-1146|CMY-15 [Proteus mirabilis]	gb|CAD88477.1|+|CMY-15 [Proteus mirabilis]
gb|AJ781421.1|+|1-1146|CMY-16 [Proteus mirabilis]	gb|CAH03679.1|+|CMY-16 [Proteus mirabilis]
gb|AY513266.1|+|165-1310|CMY-17 [Escherichia coli]	gb|AAS13399.1|+|CMY-17 [Escherichia coli]
gb|AY743434.1|+|47-1198|CMY-18 [Escherichia coli]	gb|AAU95778.1|+|CMY-18 [Escherichia coli]
gb|AB194410.1|+|1-1149|CMY-19 [Klebsiella pneumoniae]	gb|BAE48233.1|+|CMY-19 [Klebsiella pneumoniae]
gb|AY960293.2|+|1-1143|CMY-20 [Escherichia coli]	gb|AAX58682.2|+|CMY-20 [Escherichia coli]
gb|DQ139328.1|+|161-1306|CMY-21 [Escherichia coli]	gb|AAZ66866.1|+|CMY-21 [Escherichia coli]
gb|DQ256079.1|+|1-1146|CMY-22 [Escherichia coli]	gb|ABB72431.1|+|CMY-22 [Escherichia coli]
gb|DQ463751.1|+|76-1221|CMY-23 [Salmonella enterica subsp. enterica serovar Senftenberg]	gb|ABF06441.1|+|CMY-23 [Salmonella enterica subsp. enterica serovar Senftenberg]
gb|EF415650.1|+|1-1146|CMY-24 [Escherichia coli]	gb|ABN69070.1|+|CMY-24 [Escherichia coli]
gb|EU515249.1|+|1-1146|CMY-25 [Klebsiella pneumoniae]	gb|ACA30420.1|+|CMY-25 [Klebsiella pneumoniae]
gb|AB300358.1|+|1-1146|CMY-26 [Klebsiella oxytoca]	gb|BAF56185.1|+|CMY-26 [Klebsiella oxytoca]
gb|EU515250.1|+|1-1146|CMY-27 [Escherichia coli]	gb|ACA30421.1|+|CMY-27 [Escherichia coli]
gb|EF561644.1|+|1-1146|CMY-28 [Escherichia coli]	gb|ABQ51091.1|+|CMY-28 [Escherichia coli]
gb|EF685371.2|+|1-1143|CMY-29 [Escherichia coli] Partial	gb|ABS12248.1|+|CMY-29 [Escherichia coli] Partial
gb|EF685372.2|+|1-1143|CMY-30 [Escherichia coli] Partial	gb|ABS12249.1|+|CMY-30 [Escherichia coli] Partial
gb|EF622224.1|+|1-1146|CMY-31 [Klebsiella pneumoniae]	gb|ABR18736.1|+|CMY-31 [Klebsiella pneumoniae]
gb|EU496815.1|+|1-1146|CMY-32 [Escherichia coli]	gb|ACA97846.1|+|CMY-32 [Escherichia coli]
gb|EU496816.1|+|1-1140|CMY-33 [Escherichia coli]	gb|ACA97847.1|+|CMY-33 [Escherichia coli]
gb|EF394370.1|+|1-1146|CMY-34 [Citrobacter freundii]	gb|ABN51006.1|+|CMY-34 [Citrobacter freundii]
gb|EF394371.1|+|1-1146|CMY-35 [Citrobacter freundii]	gb|ABN51007.1|+|CMY-35 [Citrobacter freundii]
gb|EU331426.1|+|2375-3520|CMY-36 [Klebsiella pneumoniae]	gb|ABY58049.1|+|CMY-36 [Klebsiella pneumoniae]
gb|AB280919.1|+|1-1146|CMY-37 [Citrobacter freundii]	gb|BAF36388.1|+|CMY-37 [Citrobacter freundii]
gb|AM931008.1|+|1-1146|CMY-38 [Proteus mirabilis]	gb|CAP60699.1|+|CMY-38 [Proteus mirabilis]
gb|AB372224.1|+|1-1146|CMY-39 [Citrobacter freundii]	gb|BAF95726.1|+|CMY-39 [Citrobacter freundii]
gb|EU515251.1|+|1-1146|CMY-40 [Escherichia coli]	gb|ACA30422.1|+|CMY-40 [Escherichia coli]
gb|AB429270.1|+|15-1160|CMY-41 [Citrobacter freundii]	gb|BAG14343.1|+|CMY-41 [Citrobacter freundii]
gb|HM146927.1|+|1-1146|CMY-42 [Escherichia coli]	gb|ADM21467.1|+|CMY-42 [Escherichia coli]
gb|FJ360626.1|+|1-1146|CMY-43 [Escherichia coli]	gb|ACJ05361.1|+|CMY-43 [Escherichia coli]
gb|FJ437066.1|+|1-1134|CMY-44 [Escherichia coli]	gb|ACJ65711.1|+|CMY-44 [Escherichia coli]
gb|FN546177.1|+|1-1146|CMY-45 [Proteus mirabilis]	gb|CBB16411.1|+|CMY-45 [Proteus mirabilis]
gb|FN556186.1|+|1-1146|CMY-46 [Escherichia coli]	gb|CBH19182.1|+|CMY-46 [Escherichia coli]
gb|HM046998.2|+|1040-2185|CMY-47 [Citrobacter freundii]	gb|ADH82410.1|+|CMY-47 [Citrobacter freundii]
gb|HM569226.2|+|1040-2185|CMY-48 [Citrobacter freundii]	gb|ADP02979.1|+|CMY-48 [Citrobacter freundii]
gb|GQ402541.1|+|1-1146|CMY-49 [Citrobacter freundii]	gb|ACV32310.1|+|CMY-49 [Citrobacter freundii]
gb|FN645444.1|+|1-1146|CMY-50 [Escherichia coli]	gb|CBI75447.1|+|CMY-50 [Escherichia coli]
gb|JQ733571.1|+|1028-2173|CMY-51 [Citrobacter freundii]	gb|AFK73431.1|+|CMY-51 [Citrobacter freundii]
gb|HQ336940.1|+|1-1146|CMY-53 [Escherichia coli]	gb|ADQ38362.1|+|CMY-53 [Escherichia coli]
gb|HM544039.1|+|1-1152|CMY-54 [Escherichia coli]	gb|ADK55604.1|+|CMY-54 [Escherichia coli]
gb|HM544040.1|+|1-1146|CMY-55 [Escherichia coli]	gb|ADK55605.1|+|CMY-55 [Escherichia coli]
gb|HQ322613.1|+|1-1146|CMY-56 [Klebsiella pneumoniae]	gb|ADT91162.1|+|CMY-56 [Klebsiella pneumoniae]
gb|HQ285243.1|+|1-1146|CMY-57 [Escherichia coli]	gb|ADP37961.1|+|CMY-57 [Escherichia coli]
gb|AB587082.1|+|1-1188|CMY-59 [Escherichia coli] Partial	gb|BAJ17544.1|+|CMY-59 [Escherichia coli] Partial
gb|KF305673.1|+|18-1163|CMY-99 [Proteus mirabilis]	gb|AGU59995.1|+|CMY-99 [Proteus mirabilis]
gb|AB872957.1|+|1-1146|CMY-110 [Escherichia coli]	gb|BAO05497.1|+|CMY-110 [Escherichia coli]
gb|HQ185697.1|+|1268-2413|CMY-58 [Escherichia coli]	gb|ADY19254.1|+|CMY-58 [Escherichia coli]
gb|JF460794.1|+|1-1146|CMY-60 [Escherichia coli]	gb|AEM97672.1|+|CMY-60 [Escherichia coli]
gb|JF460795.1|+|1-1143|CMY-61 [Escherichia coli]	gb|AEM97673.1|+|CMY-61 [Escherichia coli]
gb|JF460796.1|+|1-1146|CMY-62 [Escherichia coli]	gb|AEM97674.1|+|CMY-62 [Escherichia coli]
gb|HQ650104.1|+|64-1209|CMY-63 [Citrobacter freundii]	gb|AET07387.1|+|CMY-63 [Citrobacter freundii]
gb|HQ832678.1|+|1-1146|CMY-64 [Escherichia coli]	gb|ADW84690.1|+|CMY-64 [Escherichia coli]
gb|JF780936.1|+|64-1209|CMY-65 [Citrobacter sp. 913]	gb|AEI52842.1|+|CMY-65 [Citrobacter sp. 913]
gb|JN714478.1|+|1035-2180|CMY-66 [Citrobacter freundii]	gb|AEZ49849.1|+|CMY-66 [Citrobacter freundii]
gb|JQ711185.1|+|1028-2173|CMY-67 [Citrobacter freundii]	gb|AFK08541.1|+|CMY-67 [Citrobacter freundii]
gb|JN714480.1|+|1040-2185|CMY-68 [Citrobacter freundii]	gb|AEZ49855.1|+|CMY-68 [Citrobacter freundii]
gb|JX049132.1|+|1-1146|CMY-69 [Escherichia coli]	gb|AGE45504.1|+|CMY-69 [Escherichia coli]
gb|JX440350.1|+|1027-2172|CMY-70 [Citrobacter braakii]	gb|AFU25635.1|+|CMY-70 [Citrobacter braakii]
gb|JQ711184.1|+|1027-2172|CMY-71 [Citrobacter freundii]	gb|AFK08538.1|+|CMY-71 [Citrobacter freundii]
gb|JX440352.1|+|1028-2173|CMY-72 [Citrobacter freundii]	gb|AFU25641.1|+|CMY-72 [Citrobacter freundii]
gb|GQ351345.1|+|1-1146|CMY-73 [Citrobacter freundii]	gb|ACU00152.1|+|CMY-73 [Citrobacter freundii]
gb|JX440349.1|+|1027-2172|CMY-74 [Citrobacter braakii]	gb|AFU25632.1|+|CMY-74 [Citrobacter braakii]
gb|JQ733572.1|+|1028-2173|CMY-75 [Citrobacter freundii]	gb|AFK73434.1|+|CMY-75 [Citrobacter freundii]
gb|JQ733573.1|+|1028-2173|CMY-76 [Citrobacter freundii]	gb|AFK73437.1|+|CMY-76 [Citrobacter freundii]
gb|JX440353.1|+|1027-2172|CMY-77 [Citrobacter sp. W1065]	gb|AFU25644.1|+|CMY-77 [Citrobacter sp. W1065]
gb|JQ733575.1|+|1028-2173|CMY-78 [Citrobacter freundii]	gb|AFK73443.1|+|CMY-78 [Citrobacter freundii]
gb|JQ733576.1|+|1028-2173|CMY-79 [Citrobacter freundii]	gb|AFK73446.1|+|CMY-79 [Citrobacter freundii]
gb|JQ733577.1|+|1027-2172|CMY-80 [Citrobacter freundii]	gb|AFK73449.1|+|CMY-80 [Citrobacter freundii]
gb|JQ733578.1|+|1008-2153|CMY-81 [Citrobacter freundii]	gb|AFK73452.1|+|CMY-81 [Citrobacter freundii]
gb|KJ207203.1|+|6-1151|CMY-82 [Citrobacter freundii]	gb|AHL39324.1|+|CMY-82 [Citrobacter freundii]
gb|JX440351.1|+|1027-2172|CMY-83 [Citrobacter braakii]	gb|AFU25638.1|+|CMY-83 [Citrobacter braakii]
gb|JQ733579.1|+|1028-2173|CMY-84 [Citrobacter freundii]	gb|AFK73455.1|+|CMY-84 [Citrobacter freundii]
gb|KJ207202.1|+|549-1694|CMY-85 [Citrobacter freundii]	gb|AHL39322.1|+|CMY-85 [Citrobacter freundii]
gb|KJ207204.1|+|580-1725|CMY-86 [Citrobacter freundii]	gb|AHL39327.1|+|CMY-86 [Citrobacter freundii]
gb|AB699171.1|+|1-1143|CMY-87 [Klebsiella pneumoniae] Partial	gb|BAL63057.1|+|CMY-87 [Klebsiella pneumoniae] Partial
gb|HE819403.1|+|1-1146|CMY-89 [Citrobacter freundii]	gb|CCK86742.1|+|CMY-89 [Citrobacter freundii]
gb|HE819404.1|+|1-1146|CMY-90 [Citrobacter freundii]	gb|CCK86743.1|+|CMY-90 [Citrobacter freundii]
gb|KF992025.1|+|1027-2172|CMY-93 [Citrobacter freundii]	gb|AHM76768.1|+|CMY-93 [Citrobacter freundii]
gb|JX514368.1|+|272-1417|CMY-94 [Escherichia coli]	gb|AGC54798.1|+|CMY-94 [Escherichia coli]
gb|JX514369.1|+|297-1442|CMY-95 [Escherichia coli]	gb|AGC54799.1|+|CMY-95 [Escherichia coli]
gb|NG_048893.1|+|1-1146|CMY-96 [Escherichia coli]	gb|WP_063859917.1|+|CMY-96 [Escherichia coli]
gb|KC007363.1|+|1-1146|CMY-97 [Escherichia coli]	gb|AFZ85213.1|+|CMY-97 [Escherichia coli]
gb|KC603538.1|+|1-1131|CMY-98 [Citrobacter freundii]	gb|AGH70380.1|+|CMY-98 [Citrobacter freundii]
gb|KF526113.1|+|1-1146|CMY-100 [Citrobacter freundii]	gb|AHA80101.1|+|CMY-100 [Citrobacter freundii]
gb|KF526114.1|+|1-1146|CMY-101 [Escherichia coli]	gb|AHA80102.1|+|CMY-101 [Escherichia coli]
gb|KF526115.1|+|1-1146|CMY-102 [Escherichia coli]	gb|AHA80103.1|+|CMY-102 [Escherichia coli]
gb|KF526116.1|+|1-1146|CMY-103 [Citrobacter freundii]	gb|AHA80104.1|+|CMY-103 [Citrobacter freundii]
gb|KF150216.1|+|1-1146|CMY-104 [Citrobacter sp. OTESBL0707]	gb|AGR82311.1|+|CMY-104 [Citrobacter sp. OTESBL0707]
gb|KJ207205.1|+|1040-2185|CMY-105 [Citrobacter freundii]	gb|AHL39330.1|+|CMY-105 [Citrobacter freundii]
gb|NG_048776.1|+|101-1246|CMY-106 [Citrobacter freundii]	gb|WP_063859654.1|+|CMY-106 [Citrobacter freundii]
gb|KR061886.1|+|852-1997|CMY-107 [Escherichia coli]	gb|WP_032494240.1|+|CMY-107 [Escherichia coli]
gb|KF564648.1|+|1-1146|CMY-108 [Escherichia coli]	gb|AGZ20169.1|+|CMY-108 [Escherichia coli]
gb|NG_048779.1|+|1-1146|CMY-109 [Citrobacter freundii]	gb|WP_032948363.1|+|CMY-109 [Citrobacter freundii]
gb|KJ155695.1|+|1-1146|CMY-111 [Serratia marcescens]	gb|AHW47897.1|+|CMY-111 [Serratia marcescens]
gb|KM087837.1|+|1-1146|CMY-112 [Citrobacter freundii]	gb|AIT76090.1|+|CMY-112 [Citrobacter freundii]
gb|KM087836.1|+|1-1146|CMY-113 [Citrobacter freundii]	gb|AIT76089.1|+|CMY-113 [Citrobacter freundii]
gb|KM087846.1|+|1-1146|CMY-114 [Citrobacter freundii]	gb|AIT76099.1|+|CMY-114 [Citrobacter freundii]
gb|KM087839.1|+|1-1146|CMY-115 [Citrobacter freundii]	gb|AIT76092.1|+|CMY-115 [Citrobacter freundii]
gb|KM087840.1|+|1-1146|CMY-116 [Citrobacter freundii]	gb|AIT76093.1|+|CMY-116 [Citrobacter freundii]
gb|KM087844.1|+|1-1146|CMY-117 [Citrobacter freundii]	gb|AIT76097.1|+|CMY-117 [Citrobacter freundii]
gb|KM087838.1|+|1-1146|CMY-118 [Citrobacter freundii]	gb|AIT76091.1|+|CMY-118 [Citrobacter freundii]
gb|KM087845.1|+|1-1146|CMY-119 [Citrobacter freundii]	gb|AIT76098.1|+|CMY-119 [Citrobacter freundii]
gb|Y16410.1|+|987-2126|DHA-1 [Salmonella enterica subsp. enterica serovar Enteritidis]	gb|CAA76196.1|+|DHA-1 [Salmonella enterica subsp. enterica serovar Enteritidis]
gb|AF259520.1|+|1513-2652|DHA-2 [Klebsiella pneumoniae]	gb|AAG36927.1|+|DHA-2 [Klebsiella pneumoniae]
gb|AY494945.1|+|1310-2449|DHA-3 [Klebsiella pneumoniae]	gb|AAR87489.1|+|DHA-3 [Klebsiella pneumoniae]
gb|HQ322612.1|+|1-1140|DHA-6 [Escherichia coli]	gb|ADT91161.1|+|DHA-6 [Escherichia coli]
gb|HQ456945.1|+|1-1140|DHA-7 [Enterobacter cloacae]	gb|ADQ00385.1|+|DHA-7 [Enterobacter cloacae]
gb|NG_049072.1|+|101-1240|DHA-4 [Morganella morganii]	gb|WP_032097955.1|+|DHA-4 [Morganella morganii]
gb|JF273491.1|+|746-1885|DHA-5 [Morganella morganii]	gb|AEL22919.1|+|DHA-5 [Morganella morganii]
gb|KJ207201.1|+|952-2091|DHA-9 [Morganella morganii]	gb|AHL39320.1|+|DHA-9 [Morganella morganii]
gb|KP050490.1|+|1-1140|DHA-10 [Morganella morganii]	gb|AJO16043.1|+|DHA-10 [Morganella morganii]
gb|HG798963.1|+|1-1140|DHA-12 [Proteus mirabilis]	gb|CDL68900.1|+|DHA-12 [Proteus mirabilis]
gb|KM087855.1|+|1-1140|DHA-13 [Morganella morganii]	gb|AIT76108.1|+|DHA-13 [Morganella morganii]
gb|KM087854.1|+|1-1140|DHA-14 [Morganella morganii]	gb|AIT76107.1|+|DHA-14 [Morganella morganii]
gb|KM087853.1|+|1-1140|DHA-15 [Klebsiella pneumoniae]	gb|AIT76106.1|+|DHA-15 [Klebsiella pneumoniae]
gb|KM087852.1|+|1-1140|DHA-16 [Morganella morganii]	gb|AIT76105.1|+|DHA-16 [Morganella morganii]
gb|KM087850.1|+|1-1140|DHA-17 [Morganella morganii]	gb|AIT76103.1|+|DHA-17 [Morganella morganii]
gb|KM087841.1|+|1-1140|DHA-18 [Morganella morganii]	gb|AIT76094.1|+|DHA-18 [Morganella morganii]
gb|KM087849.1|+|1-1140|DHA-19 [Morganella morganii]	gb|AIT76102.1|+|DHA-19 [Morganella morganii]
gb|KM087848.1|+|1-1140|DHA-20 [Citrobacter koseri]	gb|AIT76101.1|+|DHA-20 [Citrobacter koseri]
gb|KM087847.1|+|1-1140|DHA-21 [Morganella morganii]	gb|AIT76100.1|+|DHA-21 [Morganella morganii]
gb|KM087856.1|+|1-1140|DHA-22 [Escherichia coli]	gb|AIT76109.1|+|DHA-22 [Escherichia coli]
gb|NG_049069.1|+|1-1140|DHA-23 [Klebsiella pneumoniae]	gb|WP_063860108.1|+|DHA-23 [Klebsiella pneumoniae]
gb|X77455.1|+|701-1849|FOX-1 [Klebsiella pneumoniae]	gb|CAA54602.1|+|FOX-1 [Klebsiella pneumoniae]
gb|Y10282.1|+|1-1149|FOX-2 [Escherichia coli]	gb|CAA71325.1|+|FOX-2 [Escherichia coli]
gb|Y11068.1|+|17-1165|FOX-3 [Klebsiella oxytoca]	gb|CAA71947.1|+|FOX-3 [Klebsiella oxytoca]
gb|AJ277535.1|+|1-1149|FOX-4 [Escherichia coli]	gb|CAB89086.1|+|FOX-4 [Escherichia coli]
gb|AY007369.1|+|1-1149|FOX-5 [Klebsiella pneumoniae]	gb|AAG12974.1|+|FOX-5 [Klebsiella pneumoniae]
gb|AJ703795.1|+|1-1149|FOX-7 [Klebsiella pneumoniae]	gb|CAG28256.1|+|FOX-7 [Klebsiella pneumoniae]
gb|HM565917.1|+|1-1149|FOX-8 [Escherichia coli]	gb|ADK73994.1|+|FOX-8 [Escherichia coli]
gb|JX049131.1|+|1-1149|FOX-10 [Klebsiella pneumoniae]	gb|AGE45503.1|+|FOX-10 [Klebsiella pneumoniae]
gb|JF896803.1|+|1-1149|FOX-9 [Klebsiella pneumoniae]	gb|AEK78851.1|+|FOX-9 [Klebsiella pneumoniae]
gb|NG_049100.1|+|1-1140|FOX-12 [Aeromonas caviae]	gb|WP_063860495.1|+|FOX-12 [Aeromonas caviae]
