gene_id,aro_accession,name,family_id,description,mechanism_id,sequence_accession
3002126,ARO:3002126,CMY-115,CMY beta-lactamase,"CMY-115 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002127,ARO:3002127,CMY-116,CMY beta-lactamase,"CMY-116 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002128,ARO:3002128,CMY-117,CMY beta-lactamase,"CMY-117 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002129,ARO:3002129,CMY-118,CMY beta-lactamase,"CMY-118 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002130,ARO:3002130,CMY-119,CMY beta-lactamase,"CMY-119 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002023,ARO:3002023,CMY-12,CMY beta-lactamase,CMY-12 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3003129,ARO:3003129,CMY-121,CMY beta-lactamase,CMY-121 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3003130,ARO:3003130,CMY-122,CMY beta-lactamase,CMY-122 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3003132,ARO:3003132,CMY-124,CMY beta-lactamase,CMY-124 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3003133,ARO:3003133,CMY-125,CMY beta-lactamase,CMY-125 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3003135,ARO:3003135,CMY-127,CMY beta-lactamase,CMY-127 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3003136,ARO:3003136,CMY-128,CMY beta-lactamase,CMY-128 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3003137,ARO:3003137,CMY-129,CMY beta-lactamase,CMY-129 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3002024,ARO:3002024,CMY-13,CMY beta-lactamase,CMY-13 is a beta-lactamase found in Escherichia coli.,1004,
3003138,ARO:3003138,CMY-130,CMY beta-lactamase,CMY-130 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3003170,ARO:3003170,CMY-131,CMY beta-lactamase,"CMY-131 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3003170,ARO:3003170,CMY-131,CMY beta-lactamase,"CMY-131 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3003652,ARO:3003652,CMY-132,CMY beta-lactamase,"CMY-132 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3003653,ARO:3003653,CMY-133,CMY beta-lactamase,"CMY-133 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3003654,ARO:3003654,CMY-134,CMY beta-lactamase,CMY-134 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3004778,ARO:3004778,CMY-135,CMY beta-lactamase,CMY-135 is a class C beta-lactamase that confers resistance to cephamycin.,1004,
3004854,ARO:3004854,CMY-136,CMY beta-lactamase,"A CMY-2-like beta-lactamase which confers resistance to cephalosporin antibiotics, and is also capable of hydrolyzing the CMY-2 inhibitors ticarcillin and cloxacillin.",1004,
3006457,ARO:3006457,CMY-137,CMY beta-lactamase,CMY-137 is a CMY beta-lactamase.,1004,
3005220,ARO:3005220,CMY-138,CMY beta-lactamase,CMY-138 is a beta-lactamase found in Proteus mirabilis. It confers resistance to cephamycin.,1004,
3005191,ARO:3005191,CMY-139,CMY beta-lactamase,CMY-139 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3002025,ARO:3002025,CMY-14,CMY beta-lactamase,CMY-14 is a beta-lactamase found in Proteus mirabilis.,1004,
3005185,ARO:3005185,CMY-140,CMY beta-lactamase,CMY-140 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005196,ARO:3005196,CMY-141,CMY beta-lactamase,CMY-141 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005195,ARO:3005195,CMY-142,CMY beta-lactamase,CMY-142 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005204,ARO:3005204,CMY-143,CMY beta-lactamase,CMY-143 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005219,ARO:3005219,CMY-144,CMY beta-lactamase,CMY-144 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3005197,ARO:3005197,CMY-145,CMY beta-lactamase,CMY-145 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005181,ARO:3005181,CMY-146,CMY beta-lactamase,CMY-146 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005180,ARO:3005180,CMY-147,CMY beta-lactamase,CMY-147 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005192,ARO:3005192,CMY-148,CMY beta-lactamase,CMY-148 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005190,ARO:3005190,CMY-149,CMY beta-lactamase,CMY-149 is a beta-lactamase found in Proteus mirabilis. It confers resistance to cephamycin.,1004,
3002026,ARO:3002026,CMY-15,CMY beta-lactamase,CMY-15 is a beta-lactamase found in Proteus mirabilis.,1004,
3005016,ARO:3005016,CMY-150,CMY beta-lactamase,CMY-150 is a CMY-2 variant differing by 15 amino-acid substitutions. It confers higher resistance levels to ceftazidime and aztreonam compared to CMY-2.,1004,
3005217,ARO:3005217,CMY-151,CMY beta-lactamase,CMY-151 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3005216,ARO:3005216,CMY-152,CMY beta-lactamase,CMY-152 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3005218,ARO:3005218,CMY-153,CMY beta-lactamase,CMY-89 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005194,ARO:3005194,CMY-154,CMY beta-lactamase,CMY-154 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005200,ARO:3005200,CMY-155,CMY beta-lactamase,CMY-155 is a beta-lactamase found in Klebsiella sp. KF07. It confers resistance to cephamycin.,1004,
3005182,ARO:3005182,CMY-156,CMY beta-lactamase,CMY-156 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005198,ARO:3005198,CMY-157,CMY beta-lactamase,CMY-96 is a beta-lactamase found in Citrobacter sp. It confers resistance to cephamycin.,1004,
3005176,ARO:3005176,CMY-158,CMY beta-lactamase,CMY-158 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3006458,ARO:3006458,CMY-159,CMY beta-lactamase,CMY-159 is a CMY beta-lactamase.,1004,
3002027,ARO:3002027,CMY-16,CMY beta-lactamase,CMY-16 is a beta-lactamase found in Proteus mirabilis.,1004,
3005183,ARO:3005183,CMY-160,CMY beta-lactamase,CMY-160 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005187,ARO:3005187,CMY-161,CMY beta-lactamase,CMY-161 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005184,ARO:3005184,CMY-162,CMY beta-lactamase,CMY-162 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005193,ARO:3005193,CMY-163,CMY beta-lactamase,CMY-163 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005186,ARO:3005186,CMY-164,CMY beta-lactamase,CMY-164 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005188,ARO:3005188,CMY-165,CMY beta-lactamase,CMY-165 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3005189,ARO:3005189,CMY-166,CMY beta-lactamase,CMY-166 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3006459,ARO:3006459,CMY-167,CMY beta-lactamase,CMY-167 is a CMY beta-lactamase.,1004,
3006460,ARO:3006460,CMY-168,CMY beta-lactamase,CMY-168 is a CMY beta-lactamase.,1004,
3006461,ARO:3006461,CMY-169,CMY beta-lactamase,CMY-169 is a CMY beta-lactamase.,1004,
3002028,ARO:3002028,CMY-17,CMY beta-lactamase,"CMY-17 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3006462,ARO:3006462,CMY-170,CMY beta-lactamase,CMY-170 is a CMY beta-lactamase.,1004,
3005199,ARO:3005199,CMY-171,CMY beta-lactamase,CMY-171 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3008111,ARO:3008111,CMY-172,CMY beta-lactamase,Inhibitor-resistant extended-spectrum class C beta-lactamase CMY-172.,1004,
3005177,ARO:3005177,CMY-173,CMY beta-lactamase,CMY-173 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3006463,ARO:3006463,CMY-174,CMY beta-lactamase,CMY-174 is a CMY beta-lactamase.,1004,
3008112,ARO:3008112,CMY-175,CMY beta-lactamase,Class C beta-lactamase CMY-175.,1004,
3008113,ARO:3008113,CMY-176,CMY beta-lactamase,Class C beta-lactamase CMY-176.,1004,
3008114,ARO:3008114,CMY-177,CMY beta-lactamase,Class C beta-lactamase CMY-177.,1004,
3008115,ARO:3008115,CMY-178,CMY beta-lactamase,Class C beta-lactamase CMY-178.,1004,
3008116,ARO:3008116,CMY-179,CMY beta-lactamase,Class C beta-lactamase CMY-179.,1004,
3002029,ARO:3002029,CMY-18,CMY beta-lactamase,CMY-18 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3008117,ARO:3008117,CMY-180,CMY beta-lactamase,Class C beta-lactamase CMY-180.,1004,
3008118,ARO:3008118,CMY-181,CMY beta-lactamase,Class C beta-lactamase CMY-181.,1004,
3008119,ARO:3008119,CMY-182,CMY beta-lactamase,Class C beta-lactamase CMY-182.,1004,
3008120,ARO:3008120,CMY-183,CMY beta-lactamase,Class C beta-lactamase CMY-183.,1004,
3008121,ARO:3008121,CMY-184,CMY beta-lactamase,Class C beta-lactamase CMY-184.,1004,
3007695,ARO:3007695,CMY-185,CMY beta-lactamase,"We identified ceftazidime/avibactam resistance in E. coli associated with a novel CMY variant. Unlike other AmpC enzymes, CMY-185 appears to require an additional substitution on top of N346Y to confer ceftazidime/avibactam resistance.",1004,
3008122,ARO:3008122,CMY-186,CMY beta-lactamase,Class C beta-lactamase CMY-186.,1004,
3008123,ARO:3008123,CMY-188,CMY beta-lactamase,Class C beta-lactamase CMY-188.,1004,
3008124,ARO:3008124,CMY-189,CMY beta-lactamase,Class C beta-lactamase CMY-189.,1004,
3002030,ARO:3002030,CMY-19,CMY beta-lactamase,CMY-19 is a beta-lactamase found in Klebsiella pneumoniae.,1004,
3008125,ARO:3008125,CMY-190,CMY beta-lactamase,Class C beta-lactamase CMY-190.,1004,
3008126,ARO:3008126,CMY-191,CMY beta-lactamase,Class C beta-lactamase CMY-191.,1004,
3008127,ARO:3008127,CMY-192,CMY beta-lactamase,Class C beta-lactamase CMY-192.,1004,
3008128,ARO:3008128,CMY-194,CMY beta-lactamase,Class C beta-lactamase CMY-194.,1004,
3008129,ARO:3008129,CMY-195,CMY beta-lactamase,Class C beta-lactamase CMY-195.,1004,
3008130,ARO:3008130,CMY-196,CMY beta-lactamase,Class C beta-lactamase CMY-196.,1004,
3008131,ARO:3008131,CMY-197,CMY beta-lactamase,Class C beta-lactamase CMY-197.,1004,
3008132,ARO:3008132,CMY-198,CMY beta-lactamase,Class C beta-lactamase CMY-198.,1004,
3008133,ARO:3008133,CMY-199,CMY beta-lactamase,Class C beta-lactamase CMY-199.,1004,
3002013,ARO:3002013,CMY-2,CMY beta-lactamase,CMY-2 is a beta-lactamase found in Klebsiella pneumoniae.,1004,
3002031,ARO:3002031,CMY-20,CMY beta-lactamase,CMY-20 is a beta-lactamase found in Escherichia coli.,1004,
3002032,ARO:3002032,CMY-21,CMY beta-lactamase,CMY-21 is a beta-lactamase found in Escherichia coli.,1004,
3002033,ARO:3002033,CMY-22,CMY beta-lactamase,"CMY-22 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002034,ARO:3002034,CMY-23,CMY beta-lactamase,CMY-23 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002035,ARO:3002035,CMY-24,CMY beta-lactamase,CMY-24 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002036,ARO:3002036,CMY-25,CMY beta-lactamase,CMY-25 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002037,ARO:3002037,CMY-26,CMY beta-lactamase,CMY-26 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002038,ARO:3002038,CMY-27,CMY beta-lactamase,CMY-27 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002039,ARO:3002039,CMY-28,CMY beta-lactamase,"CMY-28 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002040,ARO:3002040,CMY-29,CMY beta-lactamase,CMY-29 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002041,ARO:3002041,CMY-30,CMY beta-lactamase,"CMY-30 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002042,ARO:3002042,CMY-31,CMY beta-lactamase,CMY-31 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002043,ARO:3002043,CMY-32,CMY beta-lactamase,CMY-32 is a beta-lactamase found in Escherichia coli.,1004,
3002044,ARO:3002044,CMY-33,CMY beta-lactamase,CMY-33 is a beta-lactamase found in Escherichia coli.,1004,
3002045,ARO:3002045,CMY-34,CMY beta-lactamase,CMY-34 is a beta-lactamase found in Escherichia coli.,1004,
3002046,ARO:3002046,CMY-35,CMY beta-lactamase,"CMY-35 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002047,ARO:3002047,CMY-36,CMY beta-lactamase,CMY-36 is a beta-lactamase found in Klebsiella pneumoniae.,1004,
3002048,ARO:3002048,CMY-37,CMY beta-lactamase,CMY-37 is a beta-lactamase found in Citrobacter freundii.,1004,
3002049,ARO:3002049,CMY-38,CMY beta-lactamase,CMY-38 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002050,ARO:3002050,CMY-39,CMY beta-lactamase,"CMY-39 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002015,ARO:3002015,CMY-4,CMY beta-lactamase,CMY-4 is a beta-lactamase found in Proteus mirabilis.,1004,
3002051,ARO:3002051,CMY-40,CMY beta-lactamase,CMY-40 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002052,ARO:3002052,CMY-41,CMY beta-lactamase,CMY-41 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002053,ARO:3002053,CMY-42,CMY beta-lactamase,CMY-42 is a plasmid-borne AmpC cephalosporinase gene found in Escherichia coli.,1004,
3002054,ARO:3002054,CMY-43,CMY beta-lactamase,"CMY-43 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002055,ARO:3002055,CMY-44,CMY beta-lactamase,CMY-44 is a beta-lactamase found in Escherichia coli.,1004,
3002056,ARO:3002056,CMY-45,CMY beta-lactamase,CMY-45 is a beta-lactamase found in Proteus mirabilis.,1004,
3002057,ARO:3002057,CMY-46,CMY beta-lactamase,"CMY-46 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002058,ARO:3002058,CMY-47,CMY beta-lactamase,"CMY-47 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002059,ARO:3002059,CMY-48,CMY beta-lactamase,"CMY-48 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002060,ARO:3002060,CMY-49,CMY beta-lactamase,"CMY-49 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002016,ARO:3002016,CMY-5,CMY beta-lactamase,CMY-5 is a beta-lactamase found in Klebsiella oxytoca.,1004,
3002061,ARO:3002061,CMY-50,CMY beta-lactamase,"CMY-50 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002062,ARO:3002062,CMY-51,CMY beta-lactamase,"CMY-51 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002064,ARO:3002064,CMY-53,CMY beta-lactamase,CMY-53 is a beta-lactamase found in Escherichia coli.,1004,
3002065,ARO:3002065,CMY-54,CMY beta-lactamase,CMY-54 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002066,ARO:3002066,CMY-55,CMY beta-lactamase,CMY-55 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002067,ARO:3002067,CMY-56,CMY beta-lactamase,CMY-56 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002068,ARO:3002068,CMY-57,CMY beta-lactamase,CMY-57 is a beta-lactamase found in the Enterobacteriaceae family.,1004,
3002072,ARO:3002072,CMY-58,CMY beta-lactamase,"CMY-58 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002069,ARO:3002069,CMY-59,CMY beta-lactamase,CMY-59 is a beta-lactamase found in Shigella spp.,1004,
3002017,ARO:3002017,CMY-6,CMY beta-lactamase,CMY-6 is a beta-lactamase found in Escherichia coli.,1004,
3002073,ARO:3002073,CMY-60,CMY beta-lactamase,"CMY-60 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002074,ARO:3002074,CMY-61,CMY beta-lactamase,"CMY-61 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002075,ARO:3002075,CMY-62,CMY beta-lactamase,"CMY-62 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002076,ARO:3002076,CMY-63,CMY beta-lactamase,"CMY-63 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002077,ARO:3002077,CMY-64,CMY beta-lactamase,"CMY-64 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002078,ARO:3002078,CMY-65,CMY beta-lactamase,"CMY-65 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002079,ARO:3002079,CMY-66,CMY beta-lactamase,"CMY-66 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002080,ARO:3002080,CMY-67,CMY beta-lactamase,"CMY-67 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002081,ARO:3002081,CMY-68,CMY beta-lactamase,"CMY-68 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002082,ARO:3002082,CMY-69,CMY beta-lactamase,"CMY-69 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002018,ARO:3002018,CMY-7,CMY beta-lactamase,CMY-7 is a beta-lactamase found in Salmonella typhimurium.,1004,
3002083,ARO:3002083,CMY-70,CMY beta-lactamase,"CMY-70 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002084,ARO:3002084,CMY-71,CMY beta-lactamase,"CMY-71 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002085,ARO:3002085,CMY-72,CMY beta-lactamase,"CMY-72 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002086,ARO:3002086,CMY-73,CMY beta-lactamase,"CMY-73 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002087,ARO:3002087,CMY-74,CMY beta-lactamase,"CMY-74 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002088,ARO:3002088,CMY-75,CMY beta-lactamase,"CMY-75 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002089,ARO:3002089,CMY-76,CMY beta-lactamase,"CMY-76 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002090,ARO:3002090,CMY-77,CMY beta-lactamase,"CMY-77 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002091,ARO:3002091,CMY-78,CMY beta-lactamase,"CMY-78 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002092,ARO:3002092,CMY-79,CMY beta-lactamase,"CMY-79 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002019,ARO:3002019,CMY-8,CMY beta-lactamase,CMY-8 is a beta-lactamase found in Klebsiella pneumoniae.,1004,
3002093,ARO:3002093,CMY-80,CMY beta-lactamase,"CMY-80 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002094,ARO:3002094,CMY-81,CMY beta-lactamase,"CMY-81 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002095,ARO:3002095,CMY-82,CMY beta-lactamase,"CMY-82 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002096,ARO:3002096,CMY-83,CMY beta-lactamase,"CMY-83 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002097,ARO:3002097,CMY-84,CMY beta-lactamase,"CMY-84 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002098,ARO:3002098,CMY-85,CMY beta-lactamase,"CMY-85 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002099,ARO:3002099,CMY-86,CMY beta-lactamase,"CMY-86 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002100,ARO:3002100,CMY-87,CMY beta-lactamase,"CMY-87 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002102,ARO:3002102,CMY-89,CMY beta-lactamase,CMY-89 is a beta-lactamase found in Citrobacter freundii. It confers resistance to cephamycin.,1004,
3006464,ARO:3006464,CMY-8b,CMY beta-lactamase,CMY-8b is a CMY beta-lactamase.,1004,
3002020,ARO:3002020,CMY-9,CMY beta-lactamase,CMY-9 is a beta-lactamase found in Escherichia coli.,1004,
3002103,ARO:3002103,CMY-90,CMY beta-lactamase,"CMY-90 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002106,ARO:3002106,CMY-93,CMY beta-lactamase,"CMY-93 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002107,ARO:3002107,CMY-94,CMY beta-lactamase,"CMY-94 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002108,ARO:3002108,CMY-95,CMY beta-lactamase,"CMY-95 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002109,ARO:3002109,CMY-96,CMY beta-lactamase,CMY-96 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3002110,ARO:3002110,CMY-97,CMY beta-lactamase,CMY-97 is a beta-lactamase found in Escherichia coli. It confers resistance to cephamycin.,1004,
3002111,ARO:3002111,CMY-98,CMY beta-lactamase,"CMY-98 is a beta-lactamase. Name originally from the historical Lahey list of beta-lactamases, some of which did not include sequence data.",1004,
3002070,ARO:3002070,CMY-99,CMY beta-lactamase,CMY-99 is a beta-lactamase found in Proteus mirabilis.,1004,
3003994,ARO:3003994,cpaA,cpa acetyltransferase,"cpaA is a capreomycin acetyltransferase protein found in Paenibacillus sp. LC231, an isolated strain of Paenibacillus in Lechuguilla Cave, NM, USA. Confers resistance to capreomycin, an aminoglycoside antibiotic. Described by Pawlowski et al. 2016.",1004,
3007644,ARO:3007644,Clostridium perfringes cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,CplR is an ABC-F ATPase ribosomal protection protein from Clostridium perfringes which confers resistance to pleuromutilins and lincosamides.,1003,
3003773,ARO:3003773,Clostridium perfringens mprF,defensin resistant mprF,"MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.",1001,
3007075,ARO:3007075,cph,capreomycin phosphotransferase,cph is a phosphotransferase that confers resistance to capreomycin.,1004,
3003099,ARO:3003099,cphA2,CphA beta-lactamase,CphA2 is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas hydrophila. This enzyme has specific activity against carbapenems and is active as a mono-zinc protein.,1004,
3003093,ARO:3003093,cphA3,CphA beta-lactamase,CEPH-A3 is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas veronii. This enzyme has specific activity against carbapenems and is active as a mono-zinc protein.,1004,
3003100,ARO:3003100,cphA4,CphA beta-lactamase,CphA4 is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas allosaccharophila. This enzyme has specific activity against carbapenems and is active as a mono-zinc protein.,1004,
3003101,ARO:3003101,cphA5,CphA beta-lactamase,cphA5 is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas salmonicida. This enzyme has specific activity against carbapenems and is active as a mono-zinc protein.,1004,
3003102,ARO:3003102,cphA6,CphA beta-lactamase,cphA6 is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas veronii. This enzyme has specific activity against carbapenems and is active as a mono-zinc protein.,1004,
3003103,ARO:3003103,cphA7,CphA beta-lactamase,cphA7 is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas jandaei. This enzyme has specific activity against carbapenems and is active as a mono-zinc protein.,1004,
3003104,ARO:3003104,cphA8,CphA beta-lactamase,cphA8 is an Ambler Class B MBL; subclass B2 originally isolated from Aeromonas sobria. This enzyme has specific activity against carbapenems and is active as a mono-zinc protein.,1004,
3007637,ARO:3007637,Clostridioides difficile cplR,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,"CplR is an ABC-F ATPase ribosomal protection protein from Clostridioides difficile which confers resistance to pleuromutilins and lincosamides. Its resistance to these antibiotics increases in synergy with erythromcyin resistance methylases (e.g., ermB).",1003,
3005063,ARO:3005063,cprR,pmr phosphoethanolamine transferase,cprR is one part of a two-component regulatory system. It with its counterpart cprS induce the Arn operon to confer resistance to peptide antibiotics.,10000;1001,
3005064,ARO:3005064,cprS,pmr phosphoethanolamine transferase,"cprS is part of a two-component regulatory system that, with its counterpart cprR, induces the Arn operon in the presence of cationic peptides to confer resistance.",10000;1001,
3003716,ARO:3003716,CPS-1,CPS beta-lactamase,CPS-1 is a subclass B3 metallo-beta lactamase isolated from Chyseobacterium piscium exhibiting carbapenem resistance.,1004,
3003485,ARO:3003485,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,16s rRNA with mutation conferring resistance to aminoglycoside antibiotics,Point mutation in the 16S rRNA helix 34 region of Chlamydophila psittaci can confer resistance against spectinomycin.,1001,
